,id,country,ccode,year,region,protest,protestnumber,protesterviolence,location,participants_category,participants,protesteridentity,arrests,accomodation,beatings,crowddispersal,ignore,killings,no_response,shootings,labor_wage_dispute,land_farm_issue,no_demands,police_brutality,political_behavior_process,price increases_tax_policy,removal_of_politician,social_restrictions,start_date,end_date
6906,3601990025,Romania,360,1990,Europe,1,25,0.0,nationwide,>10000,>40000,anti government national salvation front protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1990-04-29,1990-04-29
6907,3601990026,Romania,360,1990,Europe,1,26,0.0,Ploiesti,100-999,200,anti government national salvation front protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-05-11,1990-05-11
6908,3601990027,Romania,360,1990,Europe,1,27,0.0,Buchrest,100-999,100s,transport union,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,1990-05-14,1990-05-14
6909,3601990028,Romania,360,1990,Europe,1,28,0.0,Bucharest,>10000,40000,"anti communists, anti government national salvation front protesters, students, teachers",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-05-17,1990-05-17
6910,3601990029,Romania,360,1990,Europe,1,29,1.0,Timosoara,50-99,>50,anti government national salvation front protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1990-05-17,1990-05-17
6911,3601990030,Romania,360,1990,Europe,1,30,1.0,Bucharest,>10000,10000,anti government national salvation front protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-05-24,1990-05-24
6912,3601990031,Romania,360,1990,Europe,1,31,0.0,Bucharest,5000-10000,8000,anti government national salvation front protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1990-05-25,1990-05-25
6913,3601990032,Romania,360,1990,Europe,1,32,0.0,Bucharest,100-999,200,demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-06-12,1990-06-12
6914,3601990033,Romania,360,1990,Europe,1,33,1.0,Bucharest,1000-1999,1500,demonstrators,0,0,0,0,0,1,1,1,0,0,2,1,1,0,0,0,1990-06-13,1990-06-13
6915,3601990034,Romania,360,1990,Europe,1,34,1.0,Bucharest,1000-1999,>1500,anti government national salvation front protesters,1,1,0,1,0,0,1,0,0,0,2,1,1,0,0,0,1990-06-17,1990-06-18
6916,3601990035,Romania,360,1990,Europe,1,35,0.0,Buchrest,2000-4999,1000s,demonstrators,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,1990-06-19,1990-06-19
6917,3601990036,Romania,360,1990,Europe,1,36,0.0,Bucharest,>10000,>20000,students,0,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,1990-07-13,1990-07-13
6918,3601990037,Romania,360,1990,Europe,1,37,0.0,Timosoara,>10000,>10000,"opposition groups, trade unions, students, timisoara society",0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1990-07-19,1990-07-19
6919,3601990038,Romania,360,1990,Europe,1,38,0.0,Bucharest,50-99,>50,"students, protesters",0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,1990-07-21,1990-07-21
6920,3601990039,Romania,360,1990,Europe,1,39,0.0,Bucharest,2000-4999,>3000,"students, protesters",0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,1990-07-22,1990-07-22
6921,3601990040,Romania,360,1990,Europe,1,40,0.0,Bucharest,50-99,>50,anti government national salvation front protesters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1990-07-31,1990-07-31
6922,3601990041,Romania,360,1990,Europe,1,41,0.0,Brasov,2000-4999,1000s,engineering workers,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1990-08-22,1990-08-22
6923,3601990042,Romania,360,1990,Europe,1,42,1.0,Bucharest,100-999,100s,anti communist demonstrators,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1990-08-22,1990-08-24
6924,3601990043,Romania,360,1990,Europe,1,43,1.0,Bucharest,,>200,"anti government demonstrators, youth",1,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1990-08-25,1990-08-25
6925,3601990044,Romania,360,1990,Europe,1,44,1.0,Bucharest,100-999,100s,anti government demonstrators,1,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1990-08-26,1990-08-26
6926,3601990045,Romania,360,1990,Europe,1,45,0.0,Bucharest,100-999,100s,anti government demonstrators,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,1990-08-27,1990-08-27
6927,3601990046,Romania,360,1990,Europe,1,46,0.0,Bucharest,100-999,100,anti government demonstrators,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,1990-08-28,1990-08-28
6928,3601990047,Romania,360,1990,Europe,1,47,0.0,Bucharest,2000-4999,1000s,anti government demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1990-11-01,1990-11-01
6929,3601990048,Romania,360,1990,Europe,1,48,0.0,Bucharest,1000-1999,>1000,anti government demonstrators,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1990-11-02,1990-11-02
6930,3601990049,Romania,360,1990,Europe,1,49,0.0,Bucharest,2000-4999,1000s,anti government demonstrators,0,1,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1990-11-03,1990-11-03
6931,3601990050,Romania,360,1990,Europe,1,50,0.0,Bucharest,2000-4999,1000s,anti government demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1990-11-04,1990-11-04
6932,3601990051,Romania,360,1990,Europe,1,51,0.0,Bucharest,100-999,100s,anti government demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1990-11-05,1990-11-05
6933,3601990052,Romania,360,1990,Europe,1,52,0.0,"Southwestern Romania, Craiova, Bucharest",2000-4999,4000,"workers, anti government demonstrators, sygma local independent trade union",1,0,0,1,0,0,1,0,0,0,2,0,0,1,1,0,1990-11-06,1990-11-06
6934,3601990053,Romania,360,1990,Europe,1,53,0.0,nationwide,>10000,100000s,anti government demonstrators,0,1,0,0,1,0,1,0,0,0,2,0,0,1,1,0,1990-11-15,1990-11-15
6935,3601990054,Romania,360,1990,Europe,1,54,0.0,Bucharest,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-11-19,1990-11-19
6936,3601990055,Romania,360,1990,Europe,1,55,0.0,Bucharest,2000-4999,1000s,anti government demonstrators,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,1990-11-30,1990-11-30
6937,3601990056,Romania,360,1990,Europe,1,56,0.0,Buchrest,100-999,100s,"militant drivers, anti government protesters",0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1990-12-10,1990-12-10
6938,3601990057,Romania,360,1990,Europe,1,57,0.0,Timosoara,2000-4999,1000s,"industrial workers, students",0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,0,1990-12-14,1990-12-14
6939,3601990058,Romania,360,1990,Europe,1,58,0.0,Timosoara,5000-10000,10000,protesters,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,1990-12-16,1990-12-16
6940,3601990059,Romania,360,1990,Europe,1,59,0.0,Timosoara,5000-10000,10000,protesters,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1990-12-17,1990-12-17
6941,3601990060,Romania,360,1990,Europe,1,60,0.0,nationwide,>10000,50000,students,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1990-12-17,1990-12-17
6942,3601990061,Romania,360,1990,Europe,1,61,0.0,Bucharest,>10000,20000,demonstrators,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,1990-12-21,1990-12-21
6943,3601990062,Romania,360,1990,Europe,1,62,0.0,Cluj,50-99,>50,students,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-12-21,1990-12-21
6944,3601990063,Romania,360,1990,Europe,1,63,0.0,Bucharest,100-999,300,opposition alliance,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-12-27,1990-12-27
6945,3601991001,Romania,360,1991,Europe,1,1,0.0,Timosoara,>10000,15000,"workers, unions",0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1991-01-09,1991-01-09
6946,3601991002,Romania,360,1991,Europe,1,2,0.0,Bucharest,1000-1999,1000,anti government demonstrators,1,0,1,1,0,0,1,0,0,0,2,0,1,0,1,0,1991-01-12,1991-01-12
6947,3601991003,Romania,360,1991,Europe,1,3,0.0,Bucharest,2000-4999,4000,anti government demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1991-01-12,1991-01-12
6948,3601991004,Romania,360,1991,Europe,1,4,1.0,Bucharest,>10000,15000,alfa free trade union bloc,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1991-03-20,1991-03-20
6949,3601991005,Romania,360,1991,Europe,1,5,0.0,nationwide,>10000,100000s,anti government demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1991-04-12,1991-04-12
6950,3601991006,Romania,360,1991,Europe,1,6,0.0,Bucharest,100-999,100s,anti government demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1991-04-21,1991-04-21
6951,3601991007,Romania,360,1991,Europe,1,7,1.0,Bucharest,2000-4999,1000s,"civic alliance opposition movement, youth, anti government demonstrators",0,0,1,1,0,0,1,0,0,0,3,0,1,0,0,0,1991-04-22,1991-04-22
6952,3601991008,Romania,360,1991,Europe,1,8,0.0,Bucharest,5000-10000,6000,anti government demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1991-04-27,1991-04-27
6953,3601991009,Romania,360,1991,Europe,1,9,0.0,nationwide,>10000,10000s,anti government demonstrators,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1991-05-20,1991-05-20
6954,3601991010,Romania,360,1991,Europe,1,10,0.0,Bucharest,2000-4999,1000s,workers,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,1991-06-18,1991-06-18
6955,3601991011,Romania,360,1991,Europe,1,11,1.0,Bucharest,5000-10000,10000,"miners, youth",0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1991-09-25,1991-09-25
6956,3601991012,Romania,360,1991,Europe,1,12,1.0,Bucharest,2000-4999,1000s,miners,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1991-09-26,1991-09-26
6957,3601991013,Romania,360,1991,Europe,1,13,0.0,Bucharest,2000-4999,3000,miners,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1991-09-27,1991-09-27
6958,3601991014,Romania,360,1991,Europe,1,14,1.0,Bucharest,5000-10000,5000,"local workers organized by trade unions, miners",0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1991-09-27,1991-09-27
6960,3601993001,Romania,360,1993,Europe,1,1,0.0,Bucharest,1000-1999,1000,taxi drivers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1993-02-10,1993-02-10
6961,3601993002,Romania,360,1993,Europe,1,2,0.0,Bucharest and other cities,5000-10000,>5000,"trade unions, national union bloc",0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1993-03-16,1993-03-16
6962,3601993003,Romania,360,1993,Europe,1,3,0.0,nationwide,>10000,>15000,demonstrators,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1993-04-12,1993-04-12
6963,3601993004,Romania,360,1993,Europe,1,4,0.0,Petrosani,2000-4999,1000s,"miners, miners union",0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,1993-08-04,1993-08-04
6964,3601993005,Romania,360,1993,Europe,1,5,0.0,Bucharest,>10000,50000,"workers, pro reform labor organization national confederation of free syndicates cnslr & fratia , doctors, teachers, truckdrivers",0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1993-11-18,1993-11-18
6965,3601993006,Romania,360,1993,Europe,1,6,0.0,nationwide,>10000,>40000,protesters,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1993-11-29,1993-11-29
6966,3601993007,Romania,360,1993,Europe,1,7,0.0,Bucharest,>10000,30000,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1993-12-08,1993-12-08
6967,3601993008,Romania,360,1993,Europe,1,8,0.0,"Bucharest, Timosoara",>10000,22000,"protesters, unions",0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1993-12-16,1993-12-16
6968,3601993009,Romania,360,1993,Europe,1,9,0.0,Bucharest,5000-10000,5000,national peasants party,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1993-12-22,1993-12-22
6969,3601994001,Romania,360,1994,Europe,1,1,0.0,Tirgu Jiu,50-99,>50,miners union,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1994-02-18,1994-02-18
6970,3601994002,Romania,360,1994,Europe,1,2,0.0,Tirgu Jiu,2000-4999,3000,miners union,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1994-02-23,1994-02-23
6971,3601994003,Romania,360,1994,Europe,1,3,0.0,Bucharest,100-999,100s,protesters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1994-03-04,1994-03-04
6972,3601994004,Romania,360,1994,Europe,1,4,0.0,Bucharest,2000-4999,1000s,"labor groups, miners",0,1,0,1,0,0,1,0,1,0,3,0,0,0,0,0,1994-06-14,1994-06-16
6973,3601994005,Romania,360,1994,Europe,1,5,0.0,nationwide,2000-4999,1000s,anti government demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1994-06-14,1994-06-14
6974,3601994006,Romania,360,1994,Europe,1,6,0.0,Cluj,50-99,>50,ethnic hungarians,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,1994-07-08,1994-07-08
6975,3601994007,Romania,360,1994,Europe,1,7,0.0,"Rovinari, western Bulgaria",2000-4999,1000s,miners,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1994-07-28,1994-08-04
6976,3601994008,Romania,360,1994,Europe,1,8,0.0,Tirgu Jiu,>10000,15000,miners,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1994-08-03,1994-08-04
6977,3601994009,Romania,360,1994,Europe,1,9,0.0,Cluj,1000-1999,1000,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1994-08-10,1994-08-10
6978,3601994010,Romania,360,1994,Europe,1,10,0.0,Bucharest,2000-4999,2500,monarchists,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1994-10-07,1994-10-07
6979,3601995001,Romania,360,1995,Europe,1,1,1.0,Barland,5000-10000,9000,factory workers,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,1995-03-09,1995-03-10
6980,3601995002,Romania,360,1995,Europe,1,2,0.0,Bucharest,2000-4999,4000,"foresters, workers union",0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1995-03-16,1995-03-16
6981,3601995003,Romania,360,1995,Europe,1,3,0.0,Bucharest,5000-10000,>9000,alfa trade union,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1995-03-17,1995-03-17
6982,3601995004,Romania,360,1995,Europe,1,4,0.0,Bucharest,>10000,>15000,"workers, unions",0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,1995-03-21,1995-03-21
6983,3601995005,Romania,360,1995,Europe,1,5,0.0,nationwide,>10000,>16000,workers,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1995-03-23,1995-03-23
6984,3601995006,Romania,360,1995,Europe,1,6,0.0,Iasi,5000-10000,5000,"peasants, national peasants party",0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1995-03-25,1995-03-25
6985,3601995007,Romania,360,1995,Europe,1,7,0.0,Bucharest,2000-4999,4000,"railway construction workers, union",0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1995-03-30,1995-03-30
6986,3601995008,Romania,360,1995,Europe,1,8,0.0,Bucharest,2000-4999,3000,subway workers,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1995-04-01,1995-04-03
6987,3601995009,Romania,360,1995,Europe,1,9,0.0,Bucharest,>10000,18000,"health care workers, drivers, industrial workers, confederation of free trade unions",0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1995-04-11,1995-04-11
6988,3601995010,Romania,360,1995,Europe,1,10,0.0,"Bucharest, Cugir  four arms factories around the country",5000-10000,10000,arms factory workers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1995-04-19,1995-04-19
6989,3601995011,Romania,360,1995,Europe,1,11,0.0,Bucharest,5000-10000,>7000,"protesters, democratic convention",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1995-06-14,1995-06-14
6990,3601995012,Romania,360,1995,Europe,1,12,0.0,Odorheiu Secuiesc,5000-10000,10000,"ethnic hungarians, hungarians democratic union of romania",0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,1995-09-02,1995-09-02
6991,3601995013,Romania,360,1995,Europe,1,13,0.0,"Bucharest, Iasi, Galati, Bacau, Craiova",2000-4999,>3000,college students,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1995-10-17,1995-10-17
6992,3601995014,Romania,360,1995,Europe,1,14,0.0,Bucharest,5000-10000,>5000,college students,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1995-10-18,1995-10-18
6993,3601995015,Romania,360,1995,Europe,1,15,0.0,Bucharest,50-99,>50,college students,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1995-10-19,1995-10-19
6994,3601995016,Romania,360,1995,Europe,1,16,1.0,Bucharest,50-99,>50,college students,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,1995-10-20,1995-10-20
6995,3601995017,Romania,360,1995,Europe,1,17,0.0,Bucharest,50-99,>50,college students,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1995-10-21,1995-10-21
6996,3601995018,Romania,360,1995,Europe,1,18,0.0,Bucharest,50-99,>50,college students,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1995-10-22,1995-10-22
6997,3601995019,Romania,360,1995,Europe,1,19,0.0,"Bucharest, Cluj",>10000,25000,college students,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1995-10-23,1995-10-23
6998,3601995020,Romania,360,1995,Europe,1,20,0.0,Bucharest,5000-10000,5000,"college students, student unions",0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,1995-10-30,1995-10-30
7000,3601997001,Romania,360,1997,Europe,1,1,1.0,nationwide,5000-10000,>5000,protesters,0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,1997-08-09,1997-08-09
7001,3601998001,Romania,360,1998,Europe,1,1,0.0,Brasov,5000-10000,10000,protesters,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,1998-03-10,1998-03-10
7002,3601998002,Romania,360,1998,Europe,1,2,0.0,Bucharest,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,0,1998-03-10,1998-03-10
7003,3601998003,Romania,360,1998,Europe,1,3,0.0,Bucharest,100-999,100s,truck drivers,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1998-03-10,1998-03-10
7004,3601998004,Romania,360,1998,Europe,1,4,0.0,Brasov,2000-4999,1000s,workers,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1998-11-16,1998-11-16
7005,3601999001,Romania,360,1999,Europe,1,1,1.0,Bumbesti Jiu; Costesti; Rimnicu Vilcea,5000-10000,7000-15000,coal miners,0,1,0,1,0,0,1,0,1,0,3,0,0,0,0,0,1999-01-18,1999-01-22
7006,3601999002,Romania,360,1999,Europe,1,2,1.0,Jiu Valley towards Bucharest,5000-10000,5000,coal miners,1,0,1,1,0,0,1,0,0,0,3,0,1,0,0,0,1999-02-17,1999-02-17
7007,3601999003,Romania,360,1999,Europe,1,3,0.0,Bucharest,2000-4999,2000,hunters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1999-09-29,1999-09-29
7008,3601999004,Romania,360,1999,Europe,1,4,0.0,Brasov,1000-1999,1000,factory workers,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,1999-11-04,1999-11-04
7009,3601999005,Romania,360,1999,Europe,1,5,0.0,national,2000-4999,1000s,students,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1999-11-04,1999-11-18
7010,3601999006,Romania,360,1999,Europe,1,6,0.0,Brasov,5000-10000,6000,factory workers,0,1,0,1,0,0,1,0,1,0,3,0,0,0,0,0,1999-11-08,1999-11-08
7011,3601999007,Romania,360,1999,Europe,1,7,0.0,Bucharest,5000-10000,5000,trade unions,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,1999-11-24,1999-11-24
7012,3602000001,Romania,360,2000,Europe,1,1,1.0,Bucharest,50-99,>50,street vendors,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2000-08-01,2000-08-01
7013,3602000002,Romania,360,2000,Europe,1,2,0.0,Bucharest,100-999,100s,truck and taxi drivers,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2000-10-04,2000-10-04
7014,3602001001,Romania,360,2001,Europe,1,1,0.0,Bucharest,100-999,100s,pet owners,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2001-02-01,2001-02-01
7015,3602001002,Romania,360,2001,Europe,1,2,0.0,Bucharest,100-999,100s,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2001-04-21,2001-04-21
7016,3602002001,Romania,360,2002,Europe,1,1,0.0,Bucharest,5000-10000,10000,workers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2002-06-11,2002-06-11
7017,3602002002,Romania,360,2002,Europe,1,2,0.0,Bucharest,1000-1999,1000,steel workers,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2002-09-12,2002-09-12
7018,3602002003,Romania,360,2002,Europe,1,3,0.0,Bucharest,2000-4999,1000s,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2002-09-21,2002-09-21
7019,3602003001,Romania,360,2003,Europe,1,1,0.0,Bucharest,5000-10000,10000,workers,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2003-03-22,2003-03-22
7020,3602003002,Romania,360,2003,Europe,1,2,0.0,"Iasi, Timisoara, Cluj",>10000,20000,students,0,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,2003-11-01,2003-11-01
7021,3602004001,Romania,360,2004,Europe,1,1,0.0,Bucharest,2000-4999,>2000,solidarity for free will group,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2004-03-21,2004-03-21
7022,3602004002,Romania,360,2004,Europe,1,2,0.0,Bucharest,100-999,<1000,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2004-04-18,2004-04-18
7023,3602004003,Romania,360,2004,Europe,1,3,0.0,Bucharest,2000-4999,2000,members of a yoga group,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2004-06-22,2004-06-22
7024,3602004004,Romania,360,2004,Europe,1,4,0.0,Bucharest,100-999,100s,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2004-12-09,2004-12-09
7026,3602006001,Romania,360,2006,Europe,1,1,0.0,Bucharest,100-999,100s,activists,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,2006-06-05,2006-06-05
7027,3602007001,Romania,360,2007,Europe,1,1,0.0,Bucharest,2000-4999,1000s,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2007-04-23,2007-04-23
7030,3602010001,Romania,360,2010,Europe,1,1,0.0,Bucharest,100-999,100s,trade unions,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,2010-05-14,2010-05-14
7031,3602010002,Romania,360,2010,Europe,1,2,0.0,Bucharest,>10000,40000,trade unions,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,2010-05-19,2010-05-19
7032,3602010003,Romania,360,2010,Europe,1,3,0.0,Bucharest,2000-4999,>3000,public sector workers and retirees,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,2010-06-15,2010-06-15
7033,3602010004,Romania,360,2010,Europe,1,4,1.0,national,50-99,<50,"medical workers, taxi drivers and civil servants",0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,2010-09-15,2010-09-15
7034,3602010005,Romania,360,2010,Europe,1,5,0.0,Bucharest,>10000,30000,unspecified,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,2010-10-29,2010-10-29
7036,3602012001,Romania,360,2012,Europe,1,1,1.0,Bucharest,1000-1999,1000s,unspecified,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,2012-01-12,2012-02-05
7037,3602013001,Romania,360,2013,Europe,1,1,0.0,Bucharest,2000-4999,1000s,railway workers,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,2013-07-25,2013-07-25
7038,3602013002,Romania,360,2013,Europe,1,2,0.0,Bucharest and Cluj,>10000,<15000,unspecified,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2013-08-31,2013-08-31
7039,3602013003,Romania,360,2013,Europe,1,3,0.0,Bucharest,2000-4999,1000s,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-09-15,2013-09-15
7040,3602013004,Romania,360,2013,Europe,1,4,0.0,Bucharest,100-999,100s,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-09-25,2013-09-25
7041,3602013005,Romania,360,2013,Europe,1,5,0.0,Bucharest,2000-4999,1000s,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-10-13,2013-10-13
7042,3602013006,Romania,360,2013,Europe,1,6,0.0,Pungesti,100-999,100s,local residents,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-10-17,2013-10-17
7043,3602013007,Romania,360,2013,Europe,1,7,0.0,Bucharest,2000-4999,1000s,teachers,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,2013-11-06,2013-11-06
7044,3602013008,Romania,360,2013,Europe,1,8,0.0,Cluj and Bucharest,100-999,100s,anti fracking protesters,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2013-12-10,2013-12-10
7045,3602014001,Romania,360,2014,Europe,1,1,0.0,National,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-11-03,2014-11-03
7046,3602014002,Romania,360,2014,Europe,1,2,0.0,Bucharest,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2014-11-16,2014-11-16
7047,3602015001,Romania,360,2015,Europe,1,1,0.0,Bucharest,>10000,20000,protesters,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,2015-11-03,2015-11-03
7048,3602015002,Romania,360,2015,Europe,1,2,0.0,National,>10000,30000+,protesters,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2015-11-04,2015-11-04
7049,3602015003,Romania,360,2015,Europe,1,3,0.0,Bucharest,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-11-05,2015-11-05
7050,3602015004,Romania,360,2015,Europe,1,4,0.0,Bucharest,50-99,50+,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-11-09,2015-11-09
7051,3602016001,Romania,360,2016,Europe,1,1,0.0,Brasov,100-999,100,police officers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-02-15,2016-02-15
7052,3602017001,Romania,360,2017,Europe,1,1,0.0,"Chisinau, Hincesti, Nisporeni, Rezina, Criuleni",50-99,50+,opposition protesters and government supporters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2017-01-12,2017-01-12
